"CustomerID","Age","Gender","Income","CampaignChannel","CampaignType","AdSpend","ClickThroughRate","ConversionRate","WebsiteVisits","PagesPerVisit","TimeOnSite","SocialShares","EmailOpens","EmailClicks","PreviousPurchases","LoyaltyPoints","Conversion"
10066,30,"Female",94492,"Referral","Conversion",8754.32625353263,0.276965878011205,0.0395452948284308,6,3.37387916809161,0.673780904290719,25,12,6,1,3801,1
10067,47,"Female",39109,"SEO","Consideration",600.117206642439,0.1550862110974,0.0303052862644799,27,2.85676127885299,1.63220680338819,67,18,4,6,4574,1
10068,50,"Male",138056,"PPC","Consideration",4302.3080546,0.0757568696389399,0.0391878724604752,20,7.9966239855588,0.549742723520698,61,5,0,6,3171,0
10069,30,"Female",23497,"Social Media","Awareness",1906.41018044012,0.0108283858169829,0.0217648462111177,36,1.80610987240937,0.726802825310187,18,11,5,2,3522,0
10070,69,"Male",77326,"Referral","Conversion",313.172742956121,0.172268475935985,0.0577505606490854,22,3.26751369605505,12.6747603381087,12,5,3,1,3008,1
10071,43,"Female",29864,"Social Media","Conversion",1555.60631115278,0.080901482462353,0.0615126614928148,46,5.56651253072463,1.71151666201102,28,18,6,9,2691,1
10072,39,"Female",117046,"Social Media","Awareness",9767.05966119717,0.193066657443145,0.104738196634181,47,1.79042490573616,10.8095901152885,53,15,1,7,1632,1
10073,56,"Male",113517,"Email","Retention",2227.00024425065,0.0915390916210937,0.0933572782689073,47,1.09949706473118,14.7104760065827,72,13,8,6,2886,1
10074,19,"Female",107562,"SEO","Awareness",9356.80465602442,0.0355269684651658,0.100005548878281,9,7.22028179480686,12.4031875753567,41,11,6,8,1102,1
10075,55,"Male",94310,"Social Media","Awareness",2132.01799204632,0.156464972654632,0.127047505799692,45,6.52221189009181,1.46273904495522,61,17,4,8,4040,1
10076,56,"Female",139454,"Social Media","Retention",9319.8227511064,0.173700863523562,0.0538826719374133,16,1.07573406576159,13.461249405143,70,15,1,0,755,1
10077,43,"Female",132343,"PPC","Consideration",6580.74725848311,0.14125110740647,0.0355937849074601,37,1.43682045103392,14.3934370028198,70,16,0,1,2428,1
10078,63,"Female",41017,"PPC","Conversion",1220.86391726908,0.142830310755637,0.176986872942653,0,2.97433696386314,10.7424079194462,20,15,4,6,1820,1
10079,67,"Male",21821,"PPC","Conversion",5860.96003575312,0.180998537091004,0.130448854518101,10,9.15561008335365,9.43650620212991,8,10,9,7,4342,1
10080,32,"Female",70337,"Social Media","Retention",3253.28897164876,0.162642517728945,0.0215260258476119,32,6.87454253632633,9.2260376016921,44,15,4,5,702,1
10081,51,"Female",65485,"Referral","Conversion",3893.2162441829,0.0484445862701709,0.192599813481156,30,8.245002319078,12.3936585683851,26,8,2,4,4888,1
10082,59,"Male",103557,"SEO","Retention",4457.69248256623,0.0671548374806594,0.141683015430998,43,7.83530336548272,8.52505410166474,47,14,8,5,4048,1
10083,61,"Female",76388,"Social Media","Consideration",4284.79952305031,0.0511194020144245,0.0388238819965322,23,9.847225437181,5.3397892614806,84,17,9,1,1436,1
10084,66,"Male",30372,"Email","Retention",6674.67801578199,0.211055718843726,0.194135542018516,19,9.55141409889922,14.5713032642044,68,7,0,8,1102,1
10085,57,"Female",126684,"Referral","Conversion",7706.84387904856,0.16329353952842,0.0794273952174303,46,1.60575617774183,1.2026432009659,4,17,4,9,1753,1
10086,28,"Female",120050,"Referral","Conversion",3358.8591230911,0.134657985823969,0.197056915174306,4,1.20419498070149,10.1475494211113,71,2,3,3,4095,1
10087,20,"Female",113938,"SEO","Retention",9251.20322068833,0.241518308629126,0.0296223695847248,41,5.47361772809268,8.99158748501066,14,4,1,8,669,1
10088,23,"Female",91333,"Referral","Conversion",9390.81650878688,0.104480451330633,0.0403941512367442,25,3.44552850629882,9.76767038572267,76,1,0,7,1104,1
10089,26,"Female",36283,"SEO","Retention",502.83532779632,0.174750932296379,0.13490971466622,48,5.54109828846495,9.81199786227789,96,10,9,9,1100,1
10090,23,"Female",60857,"Referral","Conversion",247.597009941883,0.0315782044321575,0.0142072583815539,41,1.81605968652055,2.29117212994671,43,18,3,3,4687,1
10091,26,"Male",71772,"SEO","Awareness",4308.1566684955,0.225877184309282,0.0135510318314648,6,9.17976281173231,2.43591540210379,46,1,5,4,2752,0
10092,56,"Male",130441,"PPC","Consideration",5947.38798477782,0.211605808996521,0.160476738122731,26,7.96689821417742,1.47689737500406,31,17,7,9,712,1
10093,48,"Female",79670,"PPC","Conversion",2851.25699977541,0.242690092496096,0.0418782630305659,17,5.96904867998159,14.1065499382554,35,6,9,6,3825,1
10094,49,"Female",93133,"Referral","Conversion",2668.19613574917,0.266498027824801,0.184570098591645,37,5.1856388475543,9.34360283414973,48,15,1,4,4172,1
10095,58,"Female",115856,"Referral","Conversion",6815.50491412099,0.229828197515671,0.0909202708125606,30,5.21644670950941,1.61808513490355,52,0,1,1,1335,1
10096,67,"Male",51261,"SEO","Retention",6056.87241809014,0.254902068136915,0.175993947316862,8,6.54821099866971,6.7880327102198,22,12,5,7,4551,1
10097,29,"Male",77154,"SEO","Conversion",1754.75406243179,0.1102398336989,0.0893750809764404,1,5.90806942334268,5.71018252226633,33,2,3,9,4758,1
10098,25,"Male",26107,"Social Media","Retention",8856.55953632507,0.109567834984332,0.110743700944707,43,5.34014172356995,2.64895266623632,17,17,9,7,3872,1
10099,25,"Female",111296,"PPC","Conversion",6831.76309459459,0.283847237770947,0.0701376907185184,36,7.11331094994766,12.4192612260271,11,3,8,7,3421,1
10100,67,"Female",55561,"Social Media","Awareness",3689.50486677318,0.275226615534599,0.135034519373628,46,7.88482838209163,11.7462890957054,86,19,3,9,4503,1
10101,45,"Male",96674,"Social Media","Awareness",6867.88443091239,0.169064228920515,0.0704582215291826,44,6.78658373192468,7.22908036359867,1,16,1,7,854,1
10102,37,"Male",55268,"Email","Consideration",1215.26555900138,0.116302047729067,0.0524023185915094,28,4.52248604839679,8.07578270654281,26,4,0,5,532,1
10103,64,"Female",51608,"SEO","Retention",4735.73563328316,0.261140443775052,0.0253989892729131,33,4.72891576614039,6.82824649492785,49,6,5,9,3404,1
10104,24,"Male",33138,"Email","Consideration",1772.94565463964,0.103789228403936,0.0209571760872909,14,1.88678591048246,8.48978958179833,30,8,0,1,1393,0
10105,28,"Female",126665,"Email","Conversion",510.169336671523,0.0545541740393889,0.0681351271084349,45,4.73090867637507,11.1221694311462,47,3,5,3,2913,1
10106,37,"Male",57693,"Social Media","Conversion",3449.43007585417,0.195452875751589,0.149929935597359,8,8.07213065477231,13.2015699741065,85,8,7,1,4566,1
10107,33,"Female",145625,"Email","Awareness",1592.28128645975,0.0223603248225604,0.0490678126052871,15,1.59823465167932,9.08863865915795,68,16,5,1,4837,0
10108,21,"Female",103000,"SEO","Consideration",6371.82777384287,0.119939552788282,0.0668532155265043,1,2.57967427035571,2.32405991435913,16,9,3,8,3156,1
10109,23,"Female",144143,"Social Media","Conversion",6773.27215077533,0.24422250655144,0.181982569519204,0,8.58354932822133,11.6948035185399,42,16,1,8,4087,1
10110,39,"Male",41248,"SEO","Conversion",1572.05383164337,0.0956126967509221,0.131439924204151,8,6.11152735602245,5.89804377799661,70,11,4,4,2837,1
10111,43,"Male",122757,"Referral","Retention",343.66875547392,0.280081488931325,0.184747253990176,19,7.04079062438377,9.63322900160494,17,9,4,2,3048,1
10112,20,"Female",38632,"Email","Conversion",7948.82456018809,0.287189153318825,0.183132946460691,45,3.89403133178283,3.37954116388995,65,10,7,8,3124,1
10113,58,"Female",67547,"Social Media","Consideration",120.364505212767,0.246586727221884,0.0220480296722811,1,5.39919268708608,2.86943424365888,30,12,2,6,1302,0
10114,59,"Male",32100,"PPC","Awareness",3504.73958291951,0.296416562507698,0.191451771736389,0,7.85418694801429,1.26377485429044,62,16,1,3,3605,1
10115,31,"Male",67930,"SEO","Awareness",4996.37465065213,0.163921592338317,0.0197238122216386,9,8.88439045403602,5.05960671133809,27,14,0,2,2145,1
10116,28,"Female",86861,"Email","Conversion",8204.55766653049,0.175067870120302,0.185867594372213,22,9.76785865831325,9.15858567416551,66,4,1,7,903,1
10117,35,"Female",96905,"SEO","Conversion",8401.73056318679,0.252488376428439,0.113879352964776,18,8.65922987510629,5.1222432436927,8,10,1,5,4846,1
10118,29,"Male",73025,"SEO","Conversion",7276.90046204351,0.152913524178546,0.111306020746704,17,1.60734864593329,3.99275242060087,96,12,0,3,2078,1
10119,40,"Male",95876,"Referral","Retention",2547.25646314499,0.12794880198159,0.145520171897766,23,4.09021137221629,14.9255516508615,27,5,7,8,2029,1
10120,29,"Female",98944,"SEO","Conversion",7229.85064975979,0.188278541440616,0.177050141444729,21,7.74000648809309,14.9832047528948,91,9,7,0,3557,1
10121,30,"Female",70840,"Referral","Conversion",2540.73805898172,0.200721258146176,0.127230865575639,19,4.76157909002637,9.27174209673681,17,19,9,4,1630,1
10122,42,"Female",39369,"Referral","Retention",2224.62109814385,0.227759788291888,0.0908259722184511,10,4.92733808653227,5.19207174310599,14,2,3,2,1587,1
10123,62,"Female",38460,"Referral","Consideration",5516.56674688227,0.203778202205425,0.031258975167107,8,8.14882289280181,12.9936185045902,74,2,2,1,4533,0
10124,68,"Male",111641,"Email","Retention",6820.65899395722,0.226259320626365,0.159949768120027,14,8.5007698779374,11.1834555131394,88,0,0,4,4930,1
10125,36,"Male",116920,"SEO","Awareness",625.212482525638,0.205622304557738,0.034375763569453,15,8.12267489993546,9.43110500110746,4,1,7,2,3660,1
10126,63,"Male",21461,"SEO","Retention",694.223751133624,0.149329119165052,0.148009513627856,12,4.19162141740989,13.6696888766316,40,4,7,6,3115,1
10127,53,"Female",62362,"Referral","Retention",7863.28979948622,0.0491310294575764,0.110305739698585,5,3.05212245202677,6.95702942732253,90,13,3,0,2188,1
10128,62,"Female",118376,"SEO","Consideration",8609.02278455825,0.237778536391225,0.083308825704033,24,4.22868420876456,4.20411658269061,75,6,4,4,373,1
10129,25,"Male",147229,"SEO","Consideration",6083.96507178475,0.0189259539024281,0.12646741338814,46,7.31245179742779,14.5221523406426,73,11,3,6,2066,1
10130,46,"Female",48610,"Referral","Conversion",4345.39729609817,0.297825026610788,0.156747656354163,14,4.28243131418184,12.973543363988,72,3,4,5,3513,1
10131,49,"Male",124334,"PPC","Retention",8468.63314803194,0.250252962082507,0.188816527505618,17,1.49844093051801,13.7249448251863,65,17,3,1,700,1
10132,68,"Female",40995,"PPC","Consideration",7315.28862447577,0.204564076314578,0.060292407739182,42,8.20681248837817,13.8139904197043,72,8,8,4,219,1
10133,61,"Female",104716,"Referral","Awareness",5837.98256446956,0.290315963837791,0.189954730440223,32,1.57084487938238,6.04788748588836,50,11,0,2,3225,1
10134,35,"Male",27717,"Email","Conversion",3265.59550729276,0.187616381622301,0.19258012873768,13,9.96520237640914,12.9817156655081,15,11,9,1,296,1
10135,23,"Male",98867,"SEO","Retention",2060.15111040248,0.0263655354158609,0.164589797751139,33,8.75410445178953,13.394551562857,64,4,9,7,1277,1
10136,35,"Female",99472,"SEO","Awareness",4244.86308878801,0.172220830464211,0.177473063239046,1,9.60703614383788,8.44000127490714,84,6,2,1,262,0
10137,36,"Female",84022,"PPC","Consideration",2939.54350200609,0.0903892138405134,0.141561227606263,19,8.49930635118634,9.56623687747986,56,16,6,3,3417,1
10138,39,"Female",73668,"Referral","Conversion",3458.66001857116,0.117148483115487,0.0174284717869441,41,1.90962457596376,8.87369611987511,36,19,5,7,3512,1
10139,54,"Female",71645,"Email","Awareness",5204.74744758912,0.143279695196508,0.119264923494024,15,4.768796399192,0.732398137094638,38,18,7,9,2071,1
10140,49,"Female",49550,"Referral","Retention",1774.03017382094,0.234634216452747,0.151968866962547,2,9.17141358699631,8.26522639869289,64,3,5,8,3600,1
10141,58,"Male",106151,"PPC","Awareness",8081.14913273087,0.155849472167577,0.188923595594204,45,1.81791454719304,1.04863260767158,48,0,7,5,4793,1
10142,20,"Male",23576,"PPC","Conversion",1540.7416709762,0.147657284339273,0.118385850933586,29,3.74721152203271,7.04057045959168,46,7,0,4,2879,1
10143,45,"Female",60868,"SEO","Retention",4861.83703026743,0.0975719199451354,0.160898128868903,22,5.20388802663731,1.16244803590723,39,1,8,3,2317,1
10144,27,"Male",118039,"Social Media","Retention",7485.11624699632,0.166562950137284,0.143957356333454,38,5.04923007807766,7.10268497393268,13,0,4,0,3279,1
10145,68,"Female",66380,"Email","Awareness",4901.705006127,0.0820333477862415,0.0633525488240406,22,9.49511211047107,4.91885970903266,39,2,9,9,3859,1
10146,52,"Male",25728,"Email","Conversion",3674.11842952752,0.0856882064683861,0.0393983342787581,2,4.55606729392717,11.7219144059946,47,18,1,4,3045,1
10147,46,"Male",52800,"Social Media","Retention",4801.42392764523,0.229605044791911,0.152672012448801,12,3.15065115530943,7.4469659898023,31,13,0,3,4379,1
10148,32,"Male",30886,"PPC","Conversion",8501.83991885399,0.109338706707636,0.0544159886241064,45,5.0044107151798,7.92537586900401,87,17,3,5,849,1
10149,50,"Female",99614,"Referral","Consideration",9905.27381301118,0.0249059051523424,0.0564913953797268,39,4.56394370604482,13.6034460941768,38,13,9,5,3124,1
10150,24,"Male",89909,"Email","Awareness",6348.31856396541,0.109666412909544,0.132349785353123,28,6.60972443962186,7.49332939704153,32,16,7,6,1528,1
10151,29,"Female",67236,"Social Media","Conversion",7955.09602222214,0.195185940281319,0.15992300816561,22,9.94732455472139,2.76738881314453,29,9,2,3,3595,1
10152,66,"Female",65805,"SEO","Consideration",243.437992976958,0.246055820136423,0.120643097643635,39,5.96275521590841,2.13237272845531,25,19,9,0,484,1
10153,47,"Female",138286,"SEO","Consideration",8815.60765429327,0.288961637603785,0.178146799237024,16,5.16004109373356,4.93442081056315,42,6,3,2,112,1
10154,38,"Female",52532,"PPC","Conversion",9545.09262328639,0.226403922227743,0.0501742211576282,20,6.34466900439135,4.34796658249461,54,10,1,8,4691,1
10155,48,"Male",132765,"Email","Conversion",5794.17648339995,0.134366966730883,0.0579587416127405,28,9.81819210780881,12.3681815458448,43,8,1,4,3433,1
10156,41,"Female",120696,"Referral","Awareness",7562.66813439618,0.0967445909694377,0.131021545789914,36,6.62319919171119,11.5038151330345,77,0,1,2,4281,1
10157,37,"Male",48688,"Email","Awareness",5176.17295530474,0.0475926971495579,0.167579955077476,4,2.10641142331742,1.35004503894763,75,17,9,7,2851,1
10158,54,"Female",31063,"SEO","Retention",2933.41703051034,0.192029065989373,0.112476842318864,20,9.21419158123297,3.41449184780076,2,16,0,0,1650,1
10159,21,"Male",43089,"Email","Awareness",8537.25492263183,0.157866161091612,0.0119724989274838,1,6.31739600442862,7.00796949925339,6,18,9,3,2847,1
10160,45,"Female",75942,"SEO","Conversion",6008.68344875982,0.206533439768801,0.138619194549319,22,2.42294853012365,1.76437554547371,84,9,9,2,640,1
10161,61,"Female",71829,"Social Media","Retention",5835.89252953493,0.0787686153719702,0.164580662273408,10,3.07442728974262,2.91015769294494,57,0,4,1,2485,0
10162,37,"Female",70553,"Social Media","Consideration",6625.40881802794,0.103856808751884,0.0625432893002351,14,2.08481846120437,13.6724563085071,90,0,4,1,4556,1
10163,41,"Female",53585,"SEO","Consideration",8574.4313417056,0.0947076513546053,0.0202976634876308,22,9.64684232413269,8.34735012997537,9,6,2,4,1198,1
10164,67,"Female",91739,"Referral","Conversion",7345.87064513255,0.241319034230579,0.108410875840434,6,1.63764915787517,12.0513610361089,9,17,2,6,3919,1
10165,66,"Male",79004,"Referral","Retention",2190.12952273588,0.0596566463103706,0.0180094918666812,42,7.87984834886297,5.29295634326167,99,10,7,8,1053,1
10166,68,"Female",139250,"Email","Retention",4721.55308963246,0.186456913937104,0.0890431813438964,33,4.0389264588263,5.93445103883856,80,12,9,4,1369,1
10167,49,"Male",139411,"SEO","Awareness",9804.95348666344,0.024892954570141,0.0133853904493561,37,1.7300138250493,12.946110456981,41,8,6,1,4818,1
10168,58,"Female",22438,"PPC","Consideration",5590.15106625147,0.169362997011499,0.0527436773525079,40,4.9046251508596,10.0291225619944,33,16,3,3,4232,1
10169,53,"Female",113095,"Referral","Consideration",9388.62899936091,0.0285350529683862,0.0838762658585129,48,1.00242788826604,10.3365300120055,81,10,7,3,4533,1
10170,51,"Female",43212,"Referral","Awareness",8152.35791449925,0.0610042113285163,0.031224119051599,43,8.35545381819582,9.76464043012252,25,0,9,5,3194,1
10171,53,"Female",70362,"Social Media","Consideration",6693.63207390671,0.042777337595533,0.0316896217578498,5,5.87723240832923,8.34644463340487,59,19,8,1,4873,1
10172,19,"Female",92177,"Referral","Awareness",3558.71550633158,0.110550352626194,0.167141730661869,15,5.06571896496865,14.8713746349297,1,15,5,2,2144,1
10173,32,"Female",36983,"Referral","Consideration",3112.76154050185,0.109682111135241,0.0178705346839059,1,8.46304753395763,13.4660301671257,72,18,6,5,2809,1
10174,51,"Male",34026,"Referral","Consideration",6469.86854644612,0.249661591411194,0.140903587247993,31,5.67388265387876,10.8080978425554,44,10,6,3,728,1
10175,53,"Female",140168,"SEO","Consideration",4382.35628437947,0.0754493609003533,0.164751589376377,42,6.35768423583527,10.3332830712241,4,13,4,5,2841,1
10176,23,"Female",70998,"SEO","Awareness",8007.6608658856,0.0350521551144533,0.0348372472857714,46,8.33335694670107,1.72183966994268,25,11,3,5,4107,1
10177,56,"Female",NA,"Social Media","Consideration",7628.52172144794,0.185018419336098,0.0471204395575598,37,7.48513613857873,7.53516561335654,78,7,1,2,1445,1
10178,59,"Female",75744,"Email","Consideration",3190.09181871129,0.209360702884002,0.131883727303056,27,6.93135317134786,7.69210021761681,24,14,0,6,1311,1
10179,68,"Male",77013,"Referral","Retention",7057.01495231144,0.0954988486462216,0.0699728564212116,40,7.33726923910236,1.25311876484097,25,0,7,3,3713,1
10180,68,"Male",71039,"Email","Consideration",4996.04688196212,0.184816093744799,0.100520383534631,8,3.36672701201847,11.4562207638087,91,5,1,6,2525,1
10181,29,"Female",69831,"SEO","Conversion",3300.59179805857,0.235056404721927,0.168840514573149,24,2.05523062665529,0.528512548122444,86,11,7,8,166,1
10182,20,"Male",105172,"Referral","Consideration",4188.36926836994,0.110790352332073,0.0362168025630151,49,6.60400467803411,6.66553000708593,84,8,8,2,4450,1
10183,62,"Male",54603,"Email","Consideration",8963.98348540139,0.162352613580602,0.127733979161894,25,3.01614879317962,13.5971419733337,21,17,3,8,3283,1
10184,35,"Female",97758,"Email","Retention",3659.22515201315,0.0525236493649728,0.189055567233352,44,1.42858215113886,5.435202482704,18,7,0,1,1942,0
10185,57,"Female",87713,"PPC","Retention",2945.25280586263,0.0168575723103523,0.0209186596405624,25,3.28889858695338,8.94838140629211,9,19,5,4,3040,1
10186,38,"Female",126446,"SEO","Awareness",3582.89148503036,0.294596712695141,0.0214012853471046,4,7.48242628430417,4.96534247637761,41,18,7,3,2675,1
10187,32,"Male",118452,"Social Media","Awareness",2224.72251846605,0.0969219466555473,0.115401050797351,16,7.37579405068901,3.09523251322771,99,4,0,9,2491,0
10188,50,"Female",136183,"Social Media","Conversion",5491.88637522365,0.0908815947093283,0.192414401257923,25,9.12933677486861,11.085273993291,30,19,4,6,4647,1
10189,52,"Male",33105,"PPC","Retention",1559.62071959307,0.292241088620195,0.0518899920496899,25,7.07704780605625,3.46626792436707,30,11,0,6,4077,1
10190,43,"Female",120048,"Email","Awareness",8192.69348572547,0.221187721891304,0.0728504742460781,42,4.95754076928274,1.54681800637617,98,18,6,2,2924,1
10191,25,"Male",87182,"PPC","Awareness",2333.2444477317,0.17973638750274,0.028743115164096,8,3.3444942226444,6.80938634421079,74,4,5,3,1528,1
10192,53,"Female",72147,"PPC","Awareness",6020.74477264249,0.212803784577073,0.0788269737830015,22,7.82560299114531,10.7787093728976,80,1,3,6,3199,1
10193,65,"Female",141331,"SEO","Retention",1337.75243930695,0.215878704341667,0.0184231712038152,23,4.70773827322962,8.91010045427885,96,3,7,2,2113,1
10194,47,"Female",95400,"Referral","Retention",9786.68616732183,0.231367405284965,0.0839278595715012,40,8.33939728680573,4.04386972209484,85,4,7,0,288,1
10195,40,"Female",66434,"Email","Conversion",4600.29704304711,0.0294848771117768,0.115542677238986,8,8.66462757682103,12.3574350060603,89,6,1,1,452,0
10196,59,"Female",46515,"Social Media","Retention",8239.49627351226,0.129721111737037,0.19525091707001,9,4.16410822056419,1.90783686550065,35,11,4,4,4217,1
10197,61,"Male",109298,"Social Media","Retention",7709.61357293484,0.0955877921715748,0.165493716131971,5,4.09441960975261,10.2195984762721,65,8,0,4,727,1
10198,31,"Female",78001,"PPC","Retention",7165.56116674222,0.0304651951699316,0.166192428047316,3,9.22270008109091,9.29683069505504,31,10,2,7,4050,1
10199,31,"Male",121971,"PPC","Conversion",8290.91222492564,0.129653709085464,0.0533474216687175,0,4.57533663908188,13.5343695901003,66,13,2,2,4124,1
10200,19,"Female",78397,"PPC","Consideration",1094.58972573109,0.188690310769813,0.0265745934120806,5,7.3612476946208,8.14043637526418,62,13,9,8,4200,1
10201,54,"Female",81415,"Email","Consideration",6817.12225497243,0.0617643271925814,0.124584193779806,37,4.40035344639534,12.3752708133542,22,6,2,4,363,1
10202,22,"Male",36960,"PPC","Awareness",2731.68962921043,0.0984577557274776,0.109016257060596,28,7.5815300429631,3.62178561577172,49,2,2,9,3783,0
10203,55,"Female",129591,"PPC","Consideration",7880.12947425924,0.195359538355975,0.10813573654975,43,2.5623973486566,8.40707151024664,64,2,9,2,1509,1
10204,62,"Male",113143,"Referral","Consideration",9573.0007224941,0.178004150691592,0.0307115173781349,2,8.52296937265372,8.22312363046116,68,3,1,7,1073,1
10205,58,"Male",101838,"Email","Conversion",9024.74634544269,0.261947784320235,0.103838129910032,44,9.84843571787723,4.78231292875238,43,6,6,1,579,1
10206,64,"Female",65778,"SEO","Conversion",1238.02700248929,0.239456981198611,0.038567590713918,23,7.89195296336916,0.573754538162979,57,8,6,7,2118,1
10207,31,"Female",50941,"SEO","Consideration",3758.56896466093,0.290027205162949,0.0902017728052493,41,4.23212163897164,11.2916181650425,56,0,3,8,1752,1
10208,56,"Female",116857,"Referral","Consideration",3706.79529625624,0.183186059932879,0.021810900202515,8,5.9968348394886,6.25176547522865,36,3,7,7,4025,1
10209,42,"Male",115849,"Social Media","Consideration",1310.73303695935,0.212555536259372,0.172809593887628,16,7.02640222651832,4.85135217797652,64,2,9,9,2759,1
10210,37,"Male",123083,"SEO","Awareness",1071.44792813359,0.259546815056177,0.0125042163981244,42,2.73585204865254,3.31431696050655,17,5,9,0,446,0
10211,19,"Female",60955,"Email","Conversion",3910.4123361949,0.253597808999328,0.188471396494613,37,3.54611948771739,12.8499057644806,4,5,7,8,2809,1
10212,56,"Male",98565,"Social Media","Consideration",9921.50834991546,0.218429276187608,0.173949446318498,41,8.2159369846251,5.3411998361001,81,10,3,0,540,1
10213,23,"Male",121276,"PPC","Retention",5732.53224555612,0.155074300718453,0.152995533788168,49,9.50756627810642,3.45730424549438,98,3,5,8,444,1
10214,34,"Female",76908,"Email","Consideration",6255.63812318214,0.0892299975869113,0.196684610634288,13,3.45054888336761,8.09011468054743,95,3,5,9,1748,1
10215,42,"Female",84067,"Social Media","Retention",4763.08720918496,0.264392568641268,0.0202257994542408,35,2.32824864938877,11.8368227501606,25,12,4,1,365,0
10216,45,"Female",138636,"SEO","Awareness",6657.07246780983,0.235230078248818,0.131903450149946,44,9.83459621361263,9.23572883688915,32,16,3,7,3032,1
10217,19,"Male",75696,"PPC","Retention",9570.95459937322,0.252993016067959,0.171367397189626,32,3.87971728431692,14.4228009025306,41,10,8,8,926,1
10218,52,"Male",38429,"PPC","Conversion",5928.10974078248,0.0508289022626892,0.0340572483408462,19,8.00627499259804,14.3731512945933,87,2,5,5,934,1
10219,54,"Male",114048,"Email","Awareness",743.880751239813,0.10129573467489,0.12110724594664,33,4.41110058374395,13.5843990435312,26,2,6,5,4365,1
10220,22,"Female",96676,"PPC","Awareness",4979.61663476517,0.133216660990899,0.0848451626519876,2,9.54170295926293,8.69473816329293,53,11,4,2,2206,1
10221,18,"Male",136315,"Social Media","Consideration",9928.23760519432,0.253122071967163,0.0928071515359477,19,6.39582692372531,11.6399263080865,82,14,1,9,431,1
10222,57,"Female",34847,"Referral","Awareness",3935.28693388321,0.26893713508725,0.183379576223193,2,4.73602766980586,4.6832846921308,81,15,5,8,2788,1
10223,29,"Female",67191,"SEO","Awareness",5979.42424842327,0.092618887134033,0.112343775552199,5,2.60499793972275,8.84273361994773,78,7,2,7,1305,1
10224,53,"Female",54256,"Email","Retention",1155.70395794529,0.209064458507072,0.0277197885208016,28,3.30022912039627,1.46416519583187,90,13,9,1,4828,1
10225,62,"Female",147025,"Referral","Consideration",1497.68693749201,0.0325661197842434,0.188071073030442,38,8.71272445996403,4.31976502615257,74,5,5,4,2739,1
10226,40,"Male",48774,"Referral","Conversion",8759.34638622423,0.128776248870941,0.0451901224069501,42,1.51251739974317,5.2174499192571,23,4,2,6,1139,1
10227,64,"Male",147343,"Email","Consideration",3073.41181969095,0.151134041248047,0.179600995129692,30,2.41158627754817,5.73800389304175,2,19,7,0,4127,1
10228,48,"Female",29127,"Social Media","Conversion",3123.96760621047,0.232033516320744,0.194474937006218,38,2.73366176581724,2.83473754231401,38,18,6,7,1971,1
10229,28,"Male",138251,"SEO","Retention",3933.40866042305,0.268671948682765,0.176789118000532,48,1.63611725600855,1.70732877442032,70,6,0,2,2429,1
10230,27,"Female",48205,"Email","Awareness",9668.13886175477,0.107812138389092,0.138655417783695,20,7.170759087893,8.88637542858908,11,0,3,9,700,1
10231,20,"Female",128210,"Referral","Awareness",935.465910765077,0.163044278083151,0.151274845766387,43,9.83144689044272,7.62417943631702,32,1,1,1,3858,1
10232,31,"Female",120106,"Referral","Consideration",8205.76461525822,0.197759984486582,0.142974776315304,0,2.25279797454666,8.97572092773019,21,7,5,6,1352,1
10233,33,"Male",101163,"Email","Consideration",3481.42297701327,0.105319296394576,0.0974996336924619,32,8.19039347067728,2.3749268710246,34,3,4,4,2452,1
10234,27,"Female",78764,"Referral","Consideration",8509.7334572562,0.295806081820473,0.0621397465615856,49,2.58854856991308,14.241526087946,13,14,1,7,3085,1
10235,46,"Male",138279,"Email","Awareness",9918.38093009497,0.263974570075307,0.0641505186906956,9,9.76402529636435,6.49363214140126,25,13,0,0,3282,1
10236,27,"Female",121824,"Email","Awareness",3551.8073610963,0.0959568203713188,0.148921893644366,25,5.56346046113144,7.01735519241481,82,5,6,8,1844,1
10237,29,"Female",58664,"SEO","Retention",1380.62802550232,0.157304406989724,0.128946925180905,2,8.62764487588103,8.43100970802992,84,16,8,5,4295,1
10238,47,"Female",76795,"Email","Conversion",1529.31743003099,0.0769437778417009,0.121127966454138,13,2.53500349675374,10.5068341645773,53,5,8,7,3518,1
10239,58,"Female",141729,"Referral","Consideration",7611.53482039694,0.159206136481967,0.133995679205636,7,8.96730988416385,6.08044726370777,40,11,9,5,2328,1
10240,18,"Female",52333,"PPC","Awareness",1534.72336814755,0.208166379998753,0.157209384731869,47,1.73475277189183,2.57567637202259,44,16,2,6,3699,1
10241,22,"Female",133548,"SEO","Conversion",2678.1735284929,0.0348011169099665,0.152184773782651,49,1.20602995026629,11.8552536031765,30,7,5,7,1553,1
10242,37,"Female",56079,"Referral","Consideration",2123.54360225459,0.262333989394109,0.0300253171005564,31,7.38064446251581,4.27808384901082,68,0,9,8,2519,1
10243,25,"Male",104225,"Referral","Consideration",3621.21778390673,0.182186301849509,0.0789766594442757,40,1.95868993977105,6.92156285875331,98,4,0,3,3208,1
10244,60,"Female",44259,"SEO","Conversion",836.229093981906,0.29698484058733,0.0601537559889763,35,8.79221759480538,9.66876707141584,16,9,0,2,4313,1
10245,29,"Female",46571,"SEO","Conversion",8581.75057583185,0.0174215371023559,0.112265345822588,26,6.59146781736298,14.4978101776103,59,3,5,9,1919,1
